customer_id,activity_date,signup_date,platform,region,segment
36,2026-07-12,2025-12-24,desktop,US,pro
38,2026-07-12,2025-11-30,mobile,APAC,enterprise
43,2026-07-12,2025-12-18,mobile,APAC,free
53,2026-07-12,2026-01-18,mobile,EU,pro
55,2026-07-12,2026-04-19,mobile,US,enterprise
59,2026-07-12,2025-12-13,mobile,EU,free
8,2026-07-13,2026-02-05,web,EU,enterprise
22,2026-07-13,2025-12-08,web,EU,enterprise
24,2026-07-13,2026-02-24,web,APAC,free
52,2026-07-13,2025-12-07,web,EU,pro
54,2026-07-13,2026-02-01,web,EU,pro
2,2026-07-14,2025-12-14,web,APAC,free
17,2026-07-14,2025-11-18,mobile,APAC,enterprise
22,2026-07-14,2025-12-08,web,EU,enterprise
24,2026-07-14,2026-02-24,web,APAC,free
41,2026-07-14,2025-12-29,desktop,EU,free
48,2026-07-14,2026-03-05,web,EU,pro
60,2026-07-14,2026-04-29,web,APAC,enterprise
8,2026-07-15,2026-02-05,web,EU,enterprise
9,2026-07-15,2026-02-03,web,US,free
24,2026-07-15,2026-02-24,web,APAC,free
25,2026-07-15,2026-02-24,web,APAC,pro
27,2026-07-15,2026-04-09,web,EU,pro
32,2026-07-15,2025-11-19,mobile,APAC,pro
36,2026-07-15,2025-12-24,desktop,US,pro
41,2026-07-15,2025-12-29,desktop,EU,free
48,2026-07-15,2026-03-05,web,EU,pro
50,2026-07-15,2026-02-07,web,EU,enterprise
51,2026-07-15,2025-12-29,web,EU,free
1,2026-07-16,2026-03-01,mobile,EU,pro
6,2026-07-16,2026-05-01,web,APAC,free
9,2026-07-16,2026-02-03,web,US,free
15,2026-07-16,2025-11-21,desktop,US,free
18,2026-07-16,2026-03-01,web,APAC,free
31,2026-07-16,2026-04-03,desktop,EU,pro
33,2026-07-16,2026-01-06,web,US,free
35,2026-07-16,2026-04-05,desktop,EU,pro
40,2026-07-16,2026-03-02,desktop,US,free
57,2026-07-16,2026-03-15,mobile,EU,free
60,2026-07-16,2026-04-29,web,APAC,enterprise
2,2026-07-17,2025-12-14,web,APAC,free
5,2026-07-17,2026-01-15,web,APAC,pro
6,2026-07-17,2026-05-01,web,APAC,free
41,2026-07-17,2025-12-29,desktop,EU,free
45,2026-07-17,2026-02-12,mobile,APAC,free
52,2026-07-17,2025-12-07,web,EU,pro
57,2026-07-17,2026-03-15,mobile,EU,free
2,2026-07-18,2025-12-14,web,APAC,free
5,2026-07-18,2026-01-15,web,APAC,pro
8,2026-07-18,2026-02-05,web,EU,enterprise
18,2026-07-18,2026-03-01,web,APAC,free
27,2026-07-18,2026-04-09,web,EU,pro
33,2026-07-18,2026-01-06,web,US,free
36,2026-07-18,2025-12-24,desktop,US,pro
40,2026-07-18,2026-03-02,desktop,US,free
48,2026-07-18,2026-03-05,web,EU,pro
51,2026-07-18,2025-12-29,web,EU,free
6,2026-07-19,2026-05-01,web,APAC,free
9,2026-07-19,2026-02-03,web,US,free
15,2026-07-19,2025-11-21,desktop,US,free
33,2026-07-19,2026-01-06,web,US,free
40,2026-07-19,2026-03-02,desktop,US,free
44,2026-07-19,2025-12-15,desktop,US,enterprise
60,2026-07-19,2026-04-29,web,APAC,enterprise
5,2026-07-20,2026-01-15,web,APAC,pro
35,2026-07-20,2026-04-05,desktop,EU,pro
59,2026-07-20,2025-12-13,mobile,EU,free
4,2026-07-21,2025-12-10,web,APAC,pro
11,2026-07-21,2026-02-16,web,US,free
14,2026-07-21,2026-03-04,web,US,enterprise
15,2026-07-21,2025-11-21,desktop,US,free
18,2026-07-21,2026-03-01,web,APAC,free
23,2026-07-21,2025-12-26,desktop,US,free
30,2026-07-21,2025-12-12,web,US,pro
33,2026-07-21,2026-01-06,web,US,free
39,2026-07-21,2026-01-30,web,EU,free
47,2026-07-21,2026-03-06,desktop,US,free
52,2026-07-21,2025-12-07,web,EU,pro
1,2026-07-22,2026-03-01,mobile,EU,pro
7,2026-07-22,2026-02-04,mobile,EU,pro
8,2026-07-22,2026-02-05,web,EU,enterprise
30,2026-07-22,2025-12-12,web,US,pro
39,2026-07-22,2026-01-30,web,EU,free
48,2026-07-22,2026-03-05,web,EU,pro
1,2026-07-23,2026-03-01,mobile,EU,pro
2,2026-07-23,2025-12-14,web,APAC,free
19,2026-07-23,2025-11-20,web,US,free
23,2026-07-23,2025-12-26,desktop,US,free
30,2026-07-23,2025-12-12,web,US,pro
36,2026-07-23,2025-12-24,desktop,US,pro
53,2026-07-23,2026-01-18,mobile,EU,pro
60,2026-07-23,2026-04-29,web,APAC,enterprise
4,2026-07-24,2025-12-10,web,APAC,pro
15,2026-07-24,2025-11-21,desktop,US,free
17,2026-07-24,2025-11-18,mobile,APAC,enterprise
24,2026-07-24,2026-02-24,web,APAC,free
47,2026-07-24,2026-03-06,desktop,US,free
48,2026-07-24,2026-03-05,web,EU,pro
53,2026-07-24,2026-01-18,mobile,EU,pro
54,2026-07-24,2026-02-01,web,EU,pro
8,2026-07-25,2026-02-05,web,EU,enterprise
18,2026-07-25,2026-03-01,web,APAC,free
19,2026-07-25,2025-11-20,web,US,free
23,2026-07-25,2025-12-26,desktop,US,free
33,2026-07-25,2026-01-06,web,US,free
47,2026-07-25,2026-03-06,desktop,US,free
7,2026-07-26,2026-02-04,mobile,EU,pro
15,2026-07-26,2025-11-21,desktop,US,free
18,2026-07-26,2026-03-01,web,APAC,free
24,2026-07-26,2026-02-24,web,APAC,free
33,2026-07-26,2026-01-06,web,US,free
35,2026-07-26,2026-04-05,desktop,EU,pro
39,2026-07-26,2026-01-30,web,EU,free
44,2026-07-26,2025-12-15,desktop,US,enterprise
48,2026-07-26,2026-03-05,web,EU,pro
52,2026-07-26,2025-12-07,web,EU,pro
59,2026-07-26,2025-12-13,mobile,EU,free
60,2026-07-26,2026-04-29,web,APAC,enterprise
